Super built-up Area,availability,location,size_BHK,society,total_sqft,bath,balcony,price
Super built-up Area,Ready to move,Mahadevpura,3,Unknown Society,1450,3,2,75
Super built-up Area,Ready to move,Kannamangala,2,VBownre,957,2,2,54
Carpet Area,Ready to move,Attibele,1,Jae 1hu,460,1,1,13
Plot Area,Ready to move,poornaprajna layout,2,Unknown Society,900,2,0,128
Super built-up Area,Ready to move,7th Phase JP Nagar,2,Brnia G,1050,2,1,75
Super built-up Area,Ready to move,Budigere,3,PrityTr,1820,3,2,85
Super built-up Area,Ready to move,Varthur Road,2,Unknown Society,1033,2,2,32
Plot Area,Ready to move,Kumaraswami Layout,2,Unknown Society,800,1,1,90
Plot Area,Ready to move,Kadabagere,1,Unknown Society,520,2,0,29
Super built-up Area,Ready to move,OMBR Layout,2,Unknown Society,1165,2,2,88
Super built-up Area,Ready to move,Gottigere,2,Unknown Society,1280,2,1,61
Built-up Area,Ready to move,Cambridge Layout,3,Unknown Society,1950,3,3,230
Plot Area,Ready to move,BTM 4th Stage,1,Unknown Society,600,1,0,58
Super built-up Area,Ready to move,Kanakpura Road,3,JRrnauv,1550,3,3,65
Super built-up Area,Ready to move,Nagavarapalya,2,PuonsSe,1392,2,1,130
Super built-up Area,Ready to move,Jigani,3,DLhtsan,1221,3,3,75
Super built-up Area,Ready to move,AMS Layout,1,Choomu,1000,1,1,19
Built-up Area,Ready to move,KR Garden,2,Unknown Society,1300,2,2,60
Built-up Area,Ready to move,Hoskote,2,Corus C,1065,2,3,31
Built-up Area,Ready to move,Yelahanka New Town,3,KHatsFl,1209,2,3,65
Plot Area,Ready to move,BTM 1st Stage,1,Unknown Society,375,1,0,40
Plot Area,Ready to move,Dollars Colony,3,Unknown Society,7800,3,2,2000
Super built-up Area,Ready to move,Sarjapur Road,3,PualeSk,1929,4,1,101
Built-up Area,Ready to move,Hennur Road,2,Soncy R,1255,2,1,84
Super built-up Area,Ready to move,Jalahalli,2,DSata S,1035,2,1,31
Plot Area,Ready to move,Annapurneshwari Nagar,4,Unknown Society,1200,5,2,270
Super built-up Area,Ready to move,Banashankari,3,Bregae,1650,3,2,101
Built-up Area,Ready to move,Whitefield,3,Laave E,1275,2,3,65
Super built-up Area,Ready to move,Electronic City,2,Prarkun,1128,2,1,65
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,GrrvaGr,1140,2,2,38
Plot Area,Ready to move,OMBR Layout,4,Unknown Society,1200,4,2,200
Super built-up Area,Ready to move,Thanisandra,2,Bhe 2ko,1183,2,2,58
Super built-up Area,Ready to move,Whitefield,2,Rabow R,1155,2,1,39
Super built-up Area,Ready to move,Kengeri,3,Unknown Society,1245,2,2,43
Built-up Area,Ready to move,Akshaya Nagar,2,Unknown Society,1000,2,1,38
Super built-up Area,Ready to move,7th Phase JP Nagar,2,Brnia G,1040,2,1,75
Super built-up Area,Ready to move,Ardendale,4,AWharde,2062,3,1,140
Super built-up Area,Ready to move,Kundalahalli Colony,3,Unknown Society,1477,2,2,75
Plot Area,Ready to move,Nagadevanahalli,4,Unknown Society,1050,3,3,85
Super built-up Area,Ready to move,Sarjapur Road,3,Shthi S,1525,2,2,65
Plot Area,Ready to move,Carmelaram,Unknown Society,Ocezes,2000,Unknown Society,1,120
Super built-up Area,Ready to move,Kaverappa Layout,2,VKe 1 M,1220,2,1,65
Super built-up Area,Ready to move,Hebbal,3,Kacesh,2388,3,1,195
Super built-up Area,Ready to move,Electronic City,2,Prarkun,1355,2,1,97
Built-up Area,Ready to move,Whitefield,2,Unknown Society,1141,2,1,62
Super built-up Area,Ready to move,Vijayanagar,2,Saahaat,1046,2,0,49
Super built-up Area,Ready to move,Bannerghatta Road,1,Unknown Society,630,1,2,35
Super built-up Area,Ready to move,Pattandur Agrahara,2,ARvasV,1247,2,2,62
Built-up Area,Ready to move,Marathahalli,4,PueraRi,3855,4,3,220
Super built-up Area,Ready to move,Geddalahalli,2,Unknown Society,850,2,1,32
Super built-up Area,Ready to move,KR Puram,2,Sryam N,1120,2,2,36
Plot Area,Ready to move,HSR Layout,8,Unknown Society,800,8,1,285
Super built-up Area,Ready to move,Jakkur,3,Ceezey,1798,3,1,110
Built-up Area,Ready to move,Bisuvanahalli,3,Prityel,1180,2,1,45
Super built-up Area,Ready to move,Kereguddadahalli,2,Jaood G,1000,2,1,34
Super built-up Area,Ready to move,Whitefield,2,Prtates,1216,2,1,82
Built-up Area,Ready to move,Margondanahalli,2,Unknown Society,900,2,0,65
Built-up Area,Ready to move,TC Palaya,2,Unknown Society,1100,2,0,65
Super built-up Area,Ready to move,Badavala Nagar,3,DNncasa,1842,3,2,115
Super built-up Area,Ready to move,Bisuvanahalli,3,Prityel,1075,2,1,43
Super built-up Area,Ready to move,Whitefield,2,UKe 2nz,1495,3,3,88
Super built-up Area,Ready to move,Kanakpura Road,3,Goelsn,1700,3,3,120
Super built-up Area,Ready to move,Whitefield,3,Oreldhi,1564,3,1,103
Super built-up Area,Ready to move,Reliaable Tranquil Layout,2,Sariana,1256,2,1,65
Super built-up Area,Ready to move,Kundalahalli,2,Dieldli,1047,2,1,89
Super built-up Area,Ready to move,Bhoganhalli,3,Rosha I,1458,3,1,78
Super built-up Area,Ready to move,Hoodi,2,Caycend,1063,2,1,61
Super built-up Area,Ready to move,Sadashiva Nagar,4,Unknown Society,7400,5,1,1850
Super built-up Area,Ready to move,Garudachar Palya,2,Unknown Society,1150,2,1,52
Built-up Area,Ready to move,Chandapura,1,Unknown Society,450,1,1,9
Built-up Area,Ready to move,Ramamurthy Nagar,2,Amazaa,1360,2,0,45
Built-up Area,Ready to move,Marathahalli,3,Unknown Society,1605,3,2,76
Carpet Area,Ready to move,Nagarbhavi,3,Unknown Society,1200,4,2,205
Super built-up Area,Ready to move,Haralur Road,3,SNnia E,1810,3,2,100
Super built-up Area,Ready to move,LB Shastri Nagar,2,Unknown Society,1250,2,2,48
Super built-up Area,Ready to move,Poorna Pragna Layout,3,Unknown Society,1475,2,2,58
Built-up Area,Ready to move,R.T. Nagar,2,Unknown Society,1100,3,0,125
Super built-up Area,Ready to move,Dommasandra,2,Unknown Society,850,2,1,25
Built-up Area,Ready to move,Electronic City Phase II,2,Sryalan,1025,2,1,26
Built-up Area,Ready to move,Uttarahalli,2,SivelMa,980,2,1,45
Super built-up Area,Ready to move,Basavanagara,3,Unknown Society,1428,2,1,70
Super built-up Area,Ready to move,Shanti Nagar,2,SwionMa,1130,2,1,74
Super built-up Area,Ready to move,Kanakpura Road,3,Soazak,1592,3,1,125
Super built-up Area,Ready to move,JP Nagar,3,Arndesa,2050,3,3,82
Super built-up Area,Ready to move,Bagalur,2,Krton S,1407,2,1,83
Super built-up Area,Ready to move,Cunningham Road,3,Lelia M,4170,3,2,800
Super built-up Area,Ready to move,Whitefield,3,Sulesil,1585,3,1,84
Built-up Area,Ready to move,Jakkur,3,Miershi,1785,3,2,130
Built-up Area,Ready to move,BSM Extension,2,Raave E,900,2,3,45
Plot Area,Ready to move,Somanna Garden,4,Unknown Society,1350,4,2,160
Super built-up Area,Ready to move,Kanakpura Road,3,PuandHi,1843,3,2,96
Super built-up Area,Ready to move,Munivenkatppa Layout,4,SNiew L,2375,3,1,260
Super built-up Area,Ready to move,RPC layout,2,Dee 2 P,1200,2,1,67
Super built-up Area,Ready to move,Akshaya Nagar,2,Unknown Society,1113,2,1,52
Super built-up Area,Ready to move,Uttarahalli,2,Aklia R,1125,2,1,47
Plot Area,Ready to move,Whitefield,3,Unknown Society,1200,3,1,56
Super built-up Area,Ready to move,Anekal,3,Unknown Society,1150,3,2,45
Super built-up Area,Ready to move,Yeshwanthpur,2,VSineDi,770,1,1,70
Super built-up Area,Ready to move,Kodichikkanahalli,2,PentyVB,1181,2,2,57
Super built-up Area,Ready to move,Kanakpura Road,3,Unknown Society,1550,3,3,64
Super built-up Area,Ready to move,1st Phase JP Nagar,2,Unknown Society,1200,2,1,86
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,GrrvaGr,1295,2,2,55
Plot Area,Ready to move,Kenchenahalli,3,Unknown Society,480,3,3,65
Super built-up Area,Ready to move,Lingadheeranahalli,3,Soiewre,1506,3,1,95
Super built-up Area,Ready to move,Sarjapur Road,4,Adeatlm,2900,4,2,240
Super built-up Area,Ready to move,Abbigere,3,DSestma,1326,2,1,35
 Super built-up Area,Ready to move,Talaghattapura,2,Unknown Society,1040,2,1,33
Plot Area,Ready to move,Bettadasanapura,5,Unknown Society,1200,5,1,90
Super built-up Area,Ready to move,Hennur,2,SLureSi,1020,2,1,48
Super built-up Area,Ready to move,Gokula Extension,3,Unknown Society,1400,3,2,90
Super built-up Area,Ready to move,Neeladri Nagar,10,Unknown Society,4000,12,1,160
Plot Area,Ready to move,Weavers Colony,1,Unknown Society,812,1,1,26
Super built-up Area,Ready to move,Vidyaranyapura,2,Unknown Society,1100,2,1,54
Super built-up Area,Ready to move,Kodathi,2,Unknown Society,829,2,1,22
Plot Area,Ready to move,Vijayanagar,5,Unknown Society,750,4,3,95
Plot Area,Ready to move,Sanjay nagar,4,Unknown Society,2700,4,2,350
Super built-up Area,Ready to move,Kanakpura Road,3,GolusLi,1500,3,1,72
Built-up Area,Ready to move,Ananth Nagar,2,Unknown Society,850,2,1,25
Built-up Area,Ready to move,Kaval Byrasandra,2,ApallEn,1180,2,2,60
Super built-up Area,Ready to move,Cunningham Road,4,Unknown Society,5108,5,2,995
Super built-up Area,Ready to move,Thigalarapalya,3,Prtanha,2215,4,2,150
Super built-up Area,Ready to move,Channasandra,2,Unknown Society,1010,2,1,36
Built-up Area,Ready to move,Marathahalli,2,Cores V,1350,2,2,60
Built-up Area,Ready to move,Talaghattapura,2,Unknown Society,1100,2,0,50
Super built-up Area,Ready to move,Kanakpura Road,3,Wiowsri,1450,2,2,62
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,2,40
Super built-up Area,Ready to move,Thanisandra,3,Soitya,1564,3,2,100
Plot Area,Ready to move,Doddaballapur,2,Unknown Society,640,1,0,10
Super built-up Area,Ready to move,Thigalarapalya,3,Prtanha,2072,4,2,157
Plot Area,Ready to move,Rajaji Nagar,2,Unknown Society,432,2,1,65
Super built-up Area,Ready to move,Kanakapura,3,SPavenc,1460,2,3,51
Super built-up Area,Ready to move,A Narayanapura,1,Unknown Society,600,2,1,35
Super built-up Area,Ready to move,Rachenahalli,2,Unknown Society,1050,2,2,52
Plot Area,Ready to move,TC Palaya,3,Unknown Society,1200,3,0,66
Super built-up Area,Ready to move,Yelahanka,1,Prensya,654,1,1,38
Super buil t-up Area,Ready to move,Ankappa Layout,2,OadraCh,1105,2,2,50
Super built-up Area,Ready to move,Hebbal Kempapura,3,Goateds,1800,3,3,150
Plot Area,Ready to move,Yelachenahalli,2,Unknown Society,1200,2,2,160
Super built-up Area,Ready to move,Kogilu,1,Unknown Society,700,1,1,30
Super built-up Area,Ready to move,Amruthnagar,2,Unarlth,1000,2,1,51
Built-up Area,Ready to move,HSR Layout,5,Unknown Society,3500,5,0,350
Super built-up Area,Ready to move,Gattahalli,3,Hameson,1240,2,1,63
Super built-up Area,Ready to move,Bellandur,2,Unknown Society,1200,2,3,45
Super built-up Area,Ready to move,Yelahanka New Town,3,KHatsFl,1400,2,2,80
Super built-up Area,Ready to move,HOSUR MAIN ROAD,3,Unknown Society,1393,3,2,54
Super built-up Area,Ready to move,Whitefield,2,Unknown Society,1140,2,2,50
Plot Area,Ready to move,Sahakara Nagar,5,Unknown Society,1000,5,1,130
Built-up Area,Ready to move,Gulimangala,3,Daxir E,1640,3,2,70
Plot Area,Ready to move,Kithaganur,2,Unknown Society,1200,2,0,62
Built-up Area,Ready to move,Rajaji Nagar,2,Unknown Society,720,2,2,65
Super built-up Area,Ready to move,Yelenahalli,3,Unknown Society,1650,3,3,68
Super built-up Area,Ready to move,Nagavara,4,K dotna,2496,4,2,125
Super built-up Area,Ready to move,9th Phase JP Nagar,2,NaensGa,905,2,1,32
Super built-up Area,Ready to move,HAL 2nd Stage,3,Unknown Society,1600,3,1,125
Super built-up Area,Ready to move,Chikkalasandra,2,Unknown Society,1070,2,1,45
Plot Area,Ready to move,Yemlur,4,Epllan,8400,5,2,1675
Built-up Area,Ready to move,Koramangala,2,Unknown Society,1200,2,2,100
Plot Area,Ready to move,Indira Nagar,5,Unknown Society,1800,5,2,350
Built-up Area,Ready to move,8th Phase JP Nagar,4,Unknown Society,2600,4,2,115
Super built-up Area,Ready to move,Old Airport Road,2,Unknown Society,1145,2,2,75
Super built-up Area,Ready to move,Addischetan Layout,3,Malyxer,1495,3,2,55
Plot Area,Ready to move,Basavanagara,3,Unknown Society,1200,2,1,300
Built-up Area,Ready to move,Stage-4 Bommanahalli,3,Pantsce,1400,3,2,53
Built-up Area,Ready to move,Whitefield,3,Unknown Society,1558,3,2,90
Super built-up Area,Ready to move,Balagere,2,Soresea,1007,2,1,53
Super built-up Area,Ready to move,Ananth Nagar,2,Unknown Society,902,2,1,25
Super built-up Area,Ready to move,Kallumantapa,2,BSarknd,1054,2,1,53
Super built-up Area,Ready to move,Uttarahalli,3,Unknown Society,1135,2,3,39
Super built-up Area,Ready to move,Gollarapalya Hosahalli,2,Mauner,996,2,2,49
Super built-up Area,Ready to move,Vimanapura,2,Unknown Society,1275,2,2,47
Plot Area,Ready to move,NRI Layout,2,Unknown Society,1250,2,0,75
Built-up Area,Ready to move,Hennur,4,Unknown Society,2502,4,2,170
Super built-up Area,Ready to move,Sadaramangala,2,Maletr,1394,2,3,52
Super built-up Area,Ready to move,Haralur Road,2,RInceeg,1243,2,2,46
Super built-up Area,Ready to move,Whitefield,2,Prtates,1216,2,1,75
Super built-up Area,Ready to move,Konena Agrahara,2,EsadeNS,1075,2,1,57
Plot Area,Ready to move,Mysore Road,Unknown Society,Naoden,1200,Unknown Society,1,42
Built-up Area,Ready to move,Indira Nagar,3,Monorh,1500,3,3,120
Super built-up Area,Ready to move,Rayasandra,4,Unknown Society,1708,3,1,76
Plot Area,Ready to move,Whitefield,3,Adowslm,1500,3,1,250
Built-up Area,Ready to move,Jakkur Plantation,3,Reicace,1800,4,3,115
Super built-up Area,Ready to move,Harlur,2,Unknown Society,1532,2,1,65
Super built-up Area,Ready to move,Hosa Road,3,Mahesr,1726,3,2,81
Super built-up Area,Ready to move,Hanumanth Nagar,2,Saersel,1220,2,2,54
Super built-up Area,Ready to move,Chikkalasandra,2,Unknown Society,1100,2,2,50
Super built-up Area,Ready to move,Electronics City Phase 1,3,Atntspa,1530,3,3,40
Super built-up Area,Ready to move,Hosa Road,2,SRrnauv,840,2,1,28
Super built-up Area,Ready to move,Bommanahalli,3,Unknown Society,1250,4,3,39
Super built-up Area,Ready to move,CV Raman Nagar,2,Unknown Society,1030,2,1,35
Super built-up Area,Ready to move,Raghavendra Layout,3,Muiseek,1499,3,2,89
Super built-up Area,Ready to move,Varsova Layout,3,MoaveEn,1280,2,3,55
Built-up Area,Ready to move,Munnekollal,2,Unknown Society,1170,2,2,59
Plot Area,Ready to move,Chikka Tirupathi,3,Unknown Society,2646,3,1,99
Super built-up Area,Ready to move,Thirumenahalli,2,MNtha A,1161,2,3,36
Plot Area,Ready to move,Yelahanka,2,Unknown Society,1633,2,1,72
Built-up Area,Ready to move,Richards Town,2,MaionMa,1050,2,2,65
Plot Area,Ready to move,Hennur Road,4,Saandtt,1650,5,3,309
Super built-up Area,Ready to move,Varthur Road,1,Aseenh,540,1,0,13
Super built-up Area,Ready to move,Attibele,1,Jae 1hu,418,2,1,11
Super built-up Area,Ready to move,Bhattarahalli,2,Unknown Society,905,2,2,50
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,3,DwntsAp,1510,2,2,55
Super built-up Area,Ready to move,Chikkalasandra,3,Unknown Society,1390,2,3,60
Super built-up Area,Ready to move,Kasturi Nagar,2,Unknown Society,1101,2,2,66
Super built-up Area,Ready to move,Srirampura,4,MVmesle,2736,4,1,130
Super built-up Area,Ready to move,EPIP Zone,3,BrontLa,2350,4,2,163
Super built-up Area,Ready to move,Raja Rajeshwari Nagar 5th Stage,2,Pridel,1056,2,2,55
Super built-up Area,Ready to move,Kanakpura Road,3,Unknown Society,1425,2,2,49
Super built-up Area,Ready to move,Electronics City Phase 1,3,Shitt S,1450,3,1,70
Built-up Area,Ready to move,Pai Layout,2,Saage V,1000,2,2,34
Super built-up Area,Ready to move,Haralur Road,1,SNnia E,575,1,1,38
Super built-up Area,Ready to move,Uttarahalli,3,Unknown Society,1350,2,2,47
Plot Area,Ready to move,Kanakpura Road,3,Unknown Society,2000,2,0,180
Built-up Area,Ready to move,Raghavendra Layout,3,Gomeseg,1770,3,2,90
Super built-up Area,Ready to move,Byadarahalli,3,Prurten,3155,3,2,315
Plot Area,Ready to move,Anandapura,2,Unknown Society,616,3,1,45
Super built-up Area,Ready to move,JP Nagar,1,Shika A,745,1,0,34
Built-up Area,Ready to move,Nayandanahalli,7,Unknown Society,6500,7,1,104
Plot Area,Ready to move,HAL 2nd Stage,4,Unknown Society,2400,4,1,650
Super built-up Area,Ready to move,Kudlu Gate,2,Sanzaat,1547,2,2,103
Super built-up Area,Ready to move,Panathur,3,Prcesvy,1713,3,1,120
Plot Area,Ready to move,Sarjapur,4,Prldsum,3300,4,2,430
Plot Area,Ready to move,Mahalakshmi Layout,8,Unknown Society,1135,4,1,190
Super built-up Area,Ready to move,Yeshwanthpur,3,RNvasth,1856,4,2,180
Super built-up Area,Ready to move,RMV Extension,2,DSureSi,1152,2,1,57
Super built-up Area,Ready to move,Dodda Nekkundi,2,Unknown Society,1100,2,1,46
Super built-up Area,Ready to move,Narayanapura,3,AriosHe,2357,3,2,135
Super built-up Area,Ready to move,Akshaya Nagar,3,Unknown Society,1820,4,2,95
Super built-up Area,Ready to move,Kannamangala,3,Sonue A,1865,3,1,139
Built-up Area,Ready to move,Kanakpura Road,2,Prdhue,1240,2,2,65
Super built-up Area,Ready to move,Padmanabhanagar,3,Naasyak,1360,3,1,75
Built-up Area,Ready to move,ISRO Layout,4,Unknown Society,4200,4,2,255
Super built-up Area,Ready to move,Electronics City Phase 1,3,Shitt S,1450,2,2,63
Super built-up Area,Ready to move,Budigere,2,PrityTr,1139,2,2,72
Super built-up Area,Ready to move,Begur Road,3,Unknown Society,1565,2,2,56
Plot Area,Ready to move,Anjanapura,3,Unknown Society,1200,3,2,165
Plot Area,Ready to move,Kurubarahalli,4,Unknown Society,600,4,0,77
Super built-up Area,Ready to move,Nagappa Reddy Layout,2,Unknown Society,1200,2,2,39
Super built-up Area,Ready to move,Yeshwanthpur,3,Goandn,1855,3,3,140
Plot Area,Ready to move,Margondanahalli,2,Unknown Society,1100,2,1,55
Built-up Area,Ready to move,Arehalli,3,Unknown Society,1350,2,2,65
Super built-up Area,Ready to move,Old Madras Road,3,Saciatt,2266,3,2,207
Super built-up Area,Ready to move,Hosur Road,1,Unknown Society,660,1,1,23
Built-up Area,Ready to move,Kodihalli,2,Unknown Society,1490,2,1,150
Super built-up Area,Ready to move,Kambipura,3,Prrtht,1083,2,1,48
Super built-up Area,Ready to move,Hennur Road,2,Puachal,1232,2,1,83
Super built-up Area,Ready to move,Raja Rajeshwari Nagar,3,NaonySy,1550,3,1,86
Super built-up Area,Ready to move,Whitefield,2,Iseenst,1227,2,2,70
Super built-up Area,Ready to move,Sarjapur Road,2,Unknown Society,1059,2,2,68
Built-up Area,Ready to move,Electronic City Phase II,2,Assha A,545,1,1,29
Super built-up Area,Ready to move,Mahadevpura,2,Neisei,1152,2,1,54
Super built-up Area,Ready to move,Kenchenahalli,2,AriosPa,870,1,1,45
Super built-up Area,Ready to move,Panathur,2,Unknown Society,1210,2,1,78
Super built-up Area,Ready to move,Thanisandra,1,Bhe 2ko,663,1,0,46
Super built-up Area,Ready to move,Hennur Gardens,3,PlhtsHe,1464,2,1,135
Built-up Area,Ready to move,Kadubeesanahalli,3,Unknown Society,1365,3,1,80
Super built-up Area,Ready to move,Whitefield,3,Priew P,1704,3,1,120
Super built-up Area,Ready to move,Whitefield,3,BSlasin,1390,Unknown Society,1,60
Super built-up Area,Ready to move,Whitefield,2,SVacyeg,1256,2,1,73
Built-up Area,Ready to move,Kengeri,2,Unknown Society,883,2,0,49
Built-up Area,Ready to move,Bisuvanahalli,3,Prityel,1080,2,1,45
Super built-up Area,Ready to move,Marsur,2,Asara S,497,1,1,25
Super built-up Area,Ready to move,9th Phase JP Nagar,2,Vasisvi,1073,2,1,52
Super built-up Area,Ready to move,Rajaji Nagar,6,Unknown Society,3000,6,3,250
Super built-up Area,Ready to move,Doddabommasandra,2,Apion M,1300,2,3,32
Built-up Area,Ready to move,Thanisandra,1,Pronyt,662,1,0,45
Super built-up Area,Ready to move,Kumara Park,2,Unknown Society,1200,2,2,75
Built-up Area,Ready to move,5th Phase JP Nagar,3,Unknown Society,1550,3,3,75
Super built-up Area,Ready to move,7th Block Jayanagar,3,Jaitira,1707,3,2,171
Super built-up Area,Ready to move,Banashankari,2,Bregae,1310,2,2,80
Super built-up Area,Ready to move,Sarjapur Road,3,Unknown Society,1577,3,2,65
Super built-up Area,Ready to move,Kodigehaali,3,Shyas S,1324,3,2,65
Super built-up Area,Ready to move,Kothanur,3,Somumys,1786,2,2,106
Super built-up Area,Ready to move,Harlur,2,Prncyrn,1174,2,1,75
Super built-up Area,Ready to move,Kamala Nagar,1,Unknown Society,565,1,1,33
Super built-up Area,Ready to move,7th Phase JP Nagar,3,Brnia G,1400,2,1,95
Built-up Area,Ready to move,Electronic City,1,Palleon,635,1,1,28
Plot Area,Ready to move,Kalyan nagar,6,Unknown Society,3000,8,2,400
Super built-up Area,Ready to move,8th Phase JP Nagar,3,MBodsen,1368,2,1,54
Super built-up Area,Ready to move,Kanakpura Road,3,JRrnauv,1450,3,3,55
